課程名稱,課程時數,課程訂價,課程售價,早鳥價格,開課時間,課程狀態,課程期數,上課地點,課程講師,合作單位,課程分類,線上課程,實體課程
Line 貼圖動起來,720,3600 ,3600 ,3420,2019/11/02,尚有名額, ,台中,鍾純青, ,資訊科技,0,1
ART TOYS！12吋人偶公仔立體模型設計,2160,15000 ,15000 ,13200,2019/11/03,尚有名額, ,台中,蔣正廷老師, ,資訊科技,0,1
《服飾網拍》攝影師養成班,540,4000 ,4000 ,3400,2019/11/05,尚有名額, ,台中,阿樂老師, ,資訊科技,0,1
商業簡報企劃設計與實戰演練,900,4200 ,4200 ,3696,2019/11/05,尚有名額, ,台中,鍾純青, ,資訊科技,0,1
Line貼圖原創設計與上架技巧,720,3600 ,3600 ,3420,2019/11/09,尚有名額, ,台中,鍾純青, ,資訊科技,0,1
AutoCAD建築製圖實務進階班,1440,6000 ,6000 ,5700,2019/11/09,尚有名額, ,台中,徐瑞麒 , ,資訊科技,0,1
視覺傳達設計<乙級術科>檢定衝刺班,2880,15000 ,15000 ,12750,2019/11/09,尚有名額, ,台中,李玉婷老師, ,資訊科技,0,1
攝影基礎班,540,2340 ,2340 ,2223,2019/11/11,尚有名額, ,台中,阿樂老師, ,資訊科技,0,1
業務必備之《專業圖表編製術》,360,2200 ,2200 ,2090,2019/11/11,尚有名額, ,台中,徐恬儀老師, ,資訊科技,0,1
『Brand New創意視覺潮設計』1：LOGO商標識別企劃與設計,360,3000 ,3000 ,3000,2019/11/12,尚有名額, ,台中,鍾純青老師, ,資訊科技,0,1
『Brand New創意視覺潮設計』實務全修,1800,15000 ,15000 ,12000,2019/11/12,尚有名額, ,台中,鍾純青, ,資訊科技,0,1
『Brand New創意視覺潮設計』實務全修,1800,15000 ,15000 ,12000,2019/11/12,尚有名額, ,台中,鍾純青, ,資訊科技,0,1
園藝景觀設計師培訓班,3600,15000 ,15000 ,12750,2019/11/12,尚有名額, ,台中,謝翌辰, ,資訊科技,0,1
男朋友專屬-手機攝影課,180,1000 ,1000 ,1000,2019/11/12,尚有名額, ,台中,Handy老師, ,資訊科技,0,1
『Brand New創意視覺潮設計』1：LOGO商標識別企劃與設計,360,3000 ,3000 ,3000,2019/11/12,尚有名額, ,台中,鍾純青老師, ,資訊科技,0,1
《專業影音Final Cut Pro》影片剪輯企劃與實作,1080,7500 ,7500 ,7125,2019/11/15,尚有名額, ,台中,彭慶東, ,資訊科技,0,1
『Brand New創意視覺潮設計』2：電商行銷DM傳達設計,360,3000 ,3000 ,3000,2019/11/19,尚有名額, ,台中,鍾純青, ,資訊科技,0,1
『Brand New創意視覺潮設計』2：電商行銷DM傳達設計,360,3000 ,3000 ,3000,2019/11/19,尚有名額, ,台中,鍾純青, ,資訊科技,0,1
《實戰平面設計》Illustrator數位插畫設計班,1440,4800 ,4800 ,4800,2019/11/20,尚有名額, ,台中,鍾純青, ,資訊科技,0,1
V-Ray for SketchUP室內設計空間材質燈光渲染班,1440,6240 ,6240 ,5492,2019/11/22,尚有名額, ,台中,蘇榮勳, ,資訊科技,0,1
『Brand New創意視覺潮設計』3：商業型錄風格設計,360,3000 ,3000 ,3000,2019/11/26,尚有名額, ,台中,鍾純青老師, ,資訊科技,0,1
『Brand New創意視覺潮設計』3：商業型錄風格設計,360,3000 ,3000 ,3000,2019/11/26,尚有名額, ,台中,鍾純青老師, ,資訊科技,0,1
BIM-Autodesk Revit建築與室內設計基礎班,2520,16800 ,16800 ,14280,2019/11/27,尚有名額, ,台中,蘇榮勳, ,資訊科技,0,1
Auto-CAD 室內設計電腦繪圖班,2880,9900 ,9900 ,8712,2019/11/27,尚有名額, ,台中,蘇榮勳老師, ,資訊科技,0,1
SketchUp 室內設計空間建模班,1800,7200 ,7200 ,7200,2019/12/03,尚有名額, ,台中,蘇榮勳老師, ,資訊科技,0,1
《實戰平面設計》InDesign數位排版設計,900,3000 ,3000 ,3000,2019/12/04,尚有名額, ,台中,鍾純青, ,資訊科技,0,1
【當設計碰上行銷】：抓住人心的色彩視覺傳達,180,1200 ,1200 ,1140,2019/12/06,尚有名額, ,台中, 鍾純青老師, ,資訊科技,0,1
AutoCAD建築製圖實務基礎班,2160,9000 ,9000 ,8550,2019/12/07,尚有名額, ,台中,徐瑞麒 , ,資訊科技,0,1
《實戰平面設計》InDesign數位排版設計,900,3000 ,3000 ,3000,2019/12/08,尚有名額, ,台中,陳乃薇, ,資訊科技,0,1
蘋果實驗室：Unity手遊設計開發實務,2160,12600 ,12600 ,9990,2019/12/08,尚有名額, ,台中,彭慶東老師, ,資訊科技,0,1
<實戰平面設計>基礎素養技法先修,360,2000 ,2000 ,1900,2019/12/09,尚有名額, ,台中,鍾純青, ,資訊科技,0,1
《商業EXCEL報表進階-數據分析應用班》,1080,6300 ,6300 ,5355,2019/12/12,尚有名額, ,台中,徐恬儀老師, ,資訊科技,0,1
《商業EXCEL報表實務-函數應用菁英班》,1080,4200 ,4200 ,3990,2019/12/12,尚有名額, ,台中,徐恬儀, ,資訊科技,0,1
《商業EXCEL報表實務-函數應用菁英班》,1080,4200 ,4200 ,3570,2019/12/12,尚有名額, ,台中,徐恬儀, ,資訊科技,0,1
《實戰平面設計》InDesign數位排版設計,900,3000 ,3000 ,3000,2019/12/18,尚有名額, ,台中,鍾純青, ,資訊科技,0,1
用 Webduino 打造 IoT 物聯網智慧居家,360,3000 ,3000 ,2850,2019/12/19,尚有名額, ,台中,廖述文, ,資訊科技,0,1
『扭蛋X治癒系萌貓公仔』黃金企劃,720,5000 ,5000 ,4400,2019/12/22,尚有名額, ,台中,蔣正廷, ,資訊科技,0,1
視覺傳達設計<乙級術科>手繪先修班,1440,7500 ,7500 ,6375,2020/01/05,尚有名額, ,台中,李玉婷老師, ,資訊科技,0,1
【當設計碰上行銷】：版面設計的空間藝術,180,1200 ,1200 ,1140,2020/02/14,尚有名額, ,台中,鍾純青, ,資訊科技,0,1
照明與燈光設計人才培訓班,2340,14300 ,14300 ,12155,2020/03/07,尚有名額, ,台中,陳怡彰老師, ,資訊科技,0,1
視覺傳達設計<乙級術科>檢定衝刺班,2880,15000 ,15000 ,12750,2020/03/08,尚有名額, ,台中,李玉婷老師, ,資訊科技,0,1
Unity遊戲製作實戰班,2160,10000 ,10000 ,10000,2019/09/23,尚有名額, ,高雄,邱菊添, ,資訊科技,0,1
商業平面設計入門基礎班,2160,10000 ,10000 ,9000,2019/10/07,尚有名額, ,高雄,徐宇傑, ,資訊科技,0,1
商業平面設計-illastrator入門,1080,5400 ,5400 ,4860,2019/10/07,尚有名額, ,高雄,徐宇傑, ,資訊科技,0,1
Word-職場必學,480,2000 ,2000 ,1800,2019/10/21,尚有名額, ,高雄,黃衍承, ,資訊科技,0,1
室內設計空間規劃,1440,5000 ,5000 ,4750,2019/10/28,尚有名額, ,高雄,黃千瑜, ,資訊科技,0,1
Sketchup室內設計基礎繪圖訓練,2160,8640 ,8640 ,8208,2019/10/29,尚有名額, ,高雄,黃珩承, ,資訊科技,0,1
Auto-CAD 室內設計電腦繪圖班,2880,9900 ,9900 ,9405,2019/12/10,尚有名額, ,高雄,中國文化大學推廣教育部專業電腦繪圖師資, ,資訊科技,0,1
選讀學分自由行,,2685 ,2685 ,2685,2019/09/09,臨櫃報名, ,線上課程,中國文化大學之專(兼)任教師, ,進修學分,1,0
資訊管理學系碩士學分班 - 關鍵基礎設施安全導論,3240,16000 ,16000 ,16000,2019/09/15,臨櫃報名, ,建國,馬正維、黃瓊瑩, ,進修學分,0,1
資訊管理學系碩士學分班 - 資通安全法規與治理框架,3240,16000 ,16000 ,16000,2019/09/15,臨櫃報名, ,建國,簡宏偉處長，黃勝雄博士，吳啟文主任, ,進修學分,0,1
資訊管理學系碩士學分班 ,6480,25000 ,25000 ,25000,2019/09/21,尚有名額, ,建國,黃謙順、陳武倚, ,進修學分,0,1
會計師資格先修學分班-商事法,3240,8055 ,8055 ,8055,2019/09/22,尚有名額, ,建國,本校專業師資, ,進修學分,0,1
社會工作師學分班-方案設計與評估,3240,8055 ,8055 ,8055,2019/09/22,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
法律學分班-刑事訴訟法,3240,8055 ,8055 ,8055,2019/09/25,尚有名額, ,建國,鄭文中 副教授, ,進修學分,0,1
企業實務管理數位碩士學分班,7560,29000 ,29000 ,29000,2019/09/28,臨櫃報名, ,建國,"陳武倚,林燦螢,林俊宏,林婷鈴,田寒光", ,進修學分,0,1
公職都市計畫技術學分班－環境規劃與都市設計,2160,5370 ,5370 ,4800,2019/10/02,尚有名額, ,建國,, ,進修學分,0,1
都市計畫技師學分班-環境規劃與設計,2160,5370 ,5370 ,5102,2019/10/02,尚有名額, ,建國,, ,進修學分,0,1
都市計畫技師學分班-都市交通計畫,2160,5370 ,5370 ,5370,2019/10/06,尚有名額, ,建國,, ,進修學分,0,1
食品技師先修學分班,24840,59700 ,59700 ,56000,2019/10/07,臨櫃報名, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
食品技師先修學分班,2160,5370 ,5370 ,5370,2019/10/07,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
食品技師先修學分班,4320,10055 ,10055 ,10055,2019/10/08,臨櫃報名, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
食品技師先修學分班,4320,10055 ,10055 ,10055,2019/10/09,臨櫃報名, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
食品技師先修學分班,4320,10055 ,10055 ,10055,2019/10/17,臨櫃報名, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
食品技師先修學分班,3240,8055 ,8055 ,7500,2019/10/18,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
社會工作師學分班-社區工作,3240,8055 ,8055 ,7200,2019/10/19,尚有名額, ,建國, 中國文化大學之專（兼）任教師, ,進修學分,0,1
法律學分班-民事訴訟法,3240,8055 ,8055 ,7500,2019/10/20,尚有名額, ,建國,徐偉超, ,進修學分,0,1
會計師資格先修學分班-初等會計學,3240,8055 ,8055 ,7500,2019/10/21,尚有名額, ,建國,黃文瑞 老師, ,進修學分,0,1
消防設備人員學分班－火災學,3240,8055 ,8055 ,7500,2019/10/22,尚有名額, ,建國,吳喨生, ,進修學分,0,1
會計師資格先修學分班-稅務法規,3240,8055 ,8055 ,7500,2019/10/22,尚有名額, ,建國,趙順生 老師, ,進修學分,0,1
會計師資格先修學分班-高等會計學,3240,8055 ,8055 ,7500,2019/10/24,尚有名額, ,建國,廖勝嘉 老師, ,進修學分,0,1
會計師資格先修學分班-證券交易法,3240,8055 ,8055 ,7500,2019/10/25,尚有名額, ,建國,趙順生 老師, ,進修學分,0,1
法律學分班-證券交易法,3240,8055 ,8055 ,7500,2019/10/25,尚有名額, ,建國,趙順生老師, ,進修學分,0,1
法律學分班-民法,4320,10740 ,10740 ,10000,2019/10/26,尚有名額, ,建國,本校專業師資, ,進修學分,0,1
都市計畫技師學分班-都市經濟學,2160,5370 ,5370 ,5000,2019/10/27,尚有名額, ,建國,, ,進修學分,0,1
法律學分班-行政法,3240,8055 ,8055 ,7500,2019/10/31,尚有名額, ,建國,康皓智 律師, ,進修學分,0,1
不動產估價師學分班-不動產法規【週末單修】,3240,8055 ,8055 ,7500,2019/11/02,尚有名額, ,建國,徐國城, ,進修學分,0,1
不動產估價師學分班-不動產經濟學【週末單修】,3240,8055 ,8055 ,7500,2019/11/02,尚有名額, ,建國,中國文化大學專（兼）任教師, ,進修學分,0,1
不動產估價師學分班－週末全修,19440,48330 ,48330 ,41400,2019/11/02,尚有名額, ,建國,文化大學專兼任教師, ,進修學分,0,1
地政士學分班─土地法,3240,8055 ,8055 ,7500,2019/11/02,尚有名額, ,建國,, ,進修學分,0,1
社會工作師學分班-社會福利行政,3240,8055 ,8055 ,7200,2019/11/02,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
消防設備人員學分班－建築圖學,3240,8055 ,8055 ,7500,2019/11/03,尚有名額, ,建國,黃培誠 老師 , ,進修學分,0,1
不動產估價師學分班-不動產估價實務【週末單修】,3240,8055 ,8055 ,7500,2019/11/03,尚有名額, ,建國,張義權, ,進修學分,0,1
消防設備人員學分班－消防法規,2160,5370 ,5370 ,5000,2019/11/04,尚有名額, ,建國,, ,進修學分,0,1
會計師資格先修學分班-審計學,3240,8055 ,8055 ,7500,2019/11/09,尚有名額, ,建國,廖勝嘉 老師, ,進修學分,0,1
不動產估價師學分班-不動產估價理論【週末單修】,3240,8055 ,8055 ,7500,2019/11/10,尚有名額, ,建國,胡毓忠, ,進修學分,0,1
會計師考前資格先修學分班-財務報表分析,3240,8055 ,8055 ,7500,2019/11/17,尚有名額, ,建國,葉輔錩 老師, ,進修學分,0,1
會計師資格先修學分班-中級會計學,3240,8055 ,8055 ,7500,2019/11/17,尚有名額, ,建國,葉輔錩 老師, ,進修學分,0,1
都市計畫技師學分班-公共設施計畫,2160,5370 ,5370 ,5000,2019/11/17,尚有名額, ,建國,簡龍鳳, ,進修學分,0,1
會計師資格先修學分班-管理會計,3240,8055 ,8055 ,7500,2019/11/23,尚有名額, ,建國,葉輔錩 老師, ,進修學分,0,1
土木工程技師學分班－施工法,3240,8055 ,8055 ,7500,2019/11/25,尚有名額, ,建國,, ,進修學分,0,1
土木工程技師學分班－營建管理,3240,8055 ,8055 ,7500,2019/11/26,尚有名額, ,建國,, ,進修學分,0,1
土木工程技師學分班－測量學,3240,8055 ,8055 ,7500,2019/11/27,尚有名額, ,建國,, ,進修學分,0,1
綜合營造業專任工程人員必修學分班－測量學,3240,8055 ,8055 ,7500,2019/11/27,尚有名額, ,建國,, ,進修學分,0,1
水土保持技師學分班－測量學,3240,8055 ,8055 ,7500,2019/11/27,尚有名額, ,建國,葉惠中、陳守泓, ,進修學分,0,1
土木工程技師學分班－測量學,3240,8055 ,8055 ,7500,2019/11/27,尚有名額, ,建國,, ,進修學分,0,1
結構工程技師學分班－結構學,3240,8055 ,8055 ,7500,2019/11/28,尚有名額, ,建國,, ,進修學分,0,1
水利工程技師學分班－結構學,3240,8055 ,8055 ,7500,2019/11/28,尚有名額, ,建國,, ,進修學分,0,1
土木工程技師學分班－結構學,3240,8055 ,8055 ,7500,2019/11/28,尚有名額, ,建國,, ,進修學分,0,1
水土保持技師學分班－結構學,3240,8055 ,8055 ,7500,2019/11/28,尚有名額, ,建國,, ,進修學分,0,1
綜合營造業專任工程人員必修學分班－結構學,3240,8055 ,8055 ,7500,2019/11/28,尚有名額, ,建國,, ,進修學分,0,1
土木工程技師學分班－鋼筋混凝土設計,3240,8055 ,8055 ,7500,2019/11/29,尚有名額, ,建國,, ,進修學分,0,1
綜合營造業專任工程人員必修學分班－鋼筋混凝土設計,3240,8055 ,8055 ,7500,2019/11/29,尚有名額, ,建國,, ,進修學分,0,1
結構工程技師學分班－鋼筋混凝土設計,3240,8055 ,8055 ,7500,2019/11/29,尚有名額, ,建國,, ,進修學分,0,1
水利工程技師學分班－鋼筋混凝土設計,3240,8055 ,8055 ,7500,2019/11/29,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
水土保持技師學分班－植生工學,2160,5370 ,5370 ,5000,2019/11/30,尚有名額, ,建國,, ,進修學分,0,1
社會工作師學分班-社會福利概論,3240,8055 ,8055 ,7200,2019/11/30,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
法律學分班-刑法,3240,8055 ,8055 ,7500,2019/12/02,尚有名額, ,建國,林懿君 律師, ,進修學分,0,1
社會工作師學分班-社會政策與社會立法,3240,8055 ,8055 ,7200,2019/12/02,尚有名額, ,建國, 中國文化大學之專（兼）任教師, ,進修學分,0,1
社會工作師學分班,48600,120825 ,120825 ,103500,2019/12/02,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
冷凍空調技師學分班－空調工程與設計,3240,8055 ,8055 ,7500,2019/12/03,尚有名額, ,建國,江沅晉, ,進修學分,0,1
冷凍空調技師學分班－全修,17280,42960 ,42960 ,36800,2019/12/03,尚有名額, ,建國,本校專業師資, ,進修學分,0,1
社會工作師學分班-社會工作管理,3240,8055 ,8055 ,7200,2019/12/03,尚有名額, ,建國, 中國文化大學之專（兼）任教師, ,進修學分,0,1
消防設備人員學分班－警報系統,2160,5370 ,5370 ,5000,2019/12/04,尚有名額, ,建國,黃培誠 老師, ,進修學分,0,1
冷凍空調技師學分班－冷凍工程與設計,3240,8055 ,8055 ,7500,2019/12/05,尚有名額, ,建國,龔仲寬, ,進修學分,0,1
社會工作師學分班-社會福利概論,3240,8055 ,8055 ,7200,2019/12/05,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
冷凍空調技師學分班－電工學,2160,5370 ,5370 ,5000,2019/12/06,尚有名額, ,建國,本校專業師資, ,進修學分,0,1
社會工作師學分班-社會工作概論,3240,8055 ,8055 ,7200,2019/12/06,尚有名額, ,建國, 中國文化大學專兼任教師, ,進修學分,0,1
消防設備人員學分班－電工學,2160,5370 ,5370 ,5000,2019/12/06,尚有名額, ,建國,, ,進修學分,0,1
社會工作師學分班-社會團體工作,3240,8055 ,8055 ,7200,2019/12/07,尚有名額, ,建國, 中國文化大學之專（兼）任教師, ,進修學分,0,1
食品技師先修學分班,2160,5370 ,5370 ,5000,2019/12/09,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
食品技師先修學分班,2160,5370 ,5370 ,5000,2019/12/10,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
都市計畫技師學分班-計畫分析方法,2160,5370 ,5370 ,5000,2019/12/10,尚有名額, ,建國,, ,進修學分,0,1
食品技師先修學分班,2160,5370 ,5370 ,5000,2019/12/11,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
都市計畫技師學分班-都市工程學,2160,5370 ,5370 ,5010,2019/12/11,尚有名額, ,建國,蔡立睿 老師 , ,進修學分,0,1
法律學分班-民法,4320,10740 ,10740 ,10000,2019/12/17,尚有名額, ,建國,本校專業師資, ,進修學分,0,1
不動產估價師學分班-不動產投資【平日單修】,3240,8055 ,8055 ,7500,2019/12/23,尚有名額, ,建國,中國文化大學專（兼）任教師, ,進修學分,0,1
不動產估價師學分班－平日全修,19440,48330 ,48330 ,41400,2019/12/23,尚有名額, ,建國,中國文化大學專（兼）任教師, ,進修學分,0,1
不動產估價師學分班-不動產估價理論【平日單修】,3240,8055 ,8055 ,7500,2019/12/24,尚有名額, ,建國,張義權, ,進修學分,0,1
不動產估價師學分班-土地利用【平日單修】,3240,8055 ,8055 ,7500,2019/12/25,尚有名額, ,建國,李家儂, ,進修學分,0,1
 不動產估價師學分班-不動產估價實務【平日單修】,3240,8055 ,8055 ,7500,2019/12/27,尚有名額, ,建國,中國文化大學專（兼）任教師  張義權, ,進修學分,0,1
都市計畫技師學分班-都市計畫法規,2160,5370 ,5370 ,5000,2019/12/28,尚有名額, ,建國,, ,進修學分,0,1
社會工作師學分班_社工實習,3240,8055 ,8055 ,8055,2020/01/04,臨櫃報名, ,建國,中國文化大學之專任教師, ,進修學分,0,1
法律學分班-刑事訴訟法,3240,8055 ,8055 ,7500,2020/01/05,尚有名額, ,建國,徐偉超老師, ,進修學分,0,1
都市計畫技師學分班-都市土地使用計畫,3240,8055 ,8055 ,7500,2020/01/12,尚有名額, ,建國,, ,進修學分,0,1
環境工程技師學分班,3240,8055 ,8055 ,7500,2020/02/03,尚有名額, ,建國,中國文化大學之專（兼）任教師, ,進修學分,0,1
地政士學分班─民法,4320,10740 ,10740 ,10000,2020/02/06,尚有名額, ,建國,, ,進修學分,0,1
地政士學分班─土地稅,3240,8055 ,8055 ,7500,2020/02/10,尚有名額, ,建國,, ,進修學分,0,1
法律學分班-強制執行法,2160,5370 ,5370 ,5000,2020/02/16,尚有名額, ,建國,徐偉超, ,進修學分,0,1
消防設備人員學分班－化學系統消防安全設備,3240,8055 ,8055 ,7500,2020/03/03,尚有名額, ,建國,鄭志強, ,進修學分,0,1
消防設備人員學分班－避難系統,2160,5370 ,5370 ,5000,2020/03/04,尚有名額, ,建國,李冠賢 老師, ,進修學分,0,1
消防設備人員學分班－水系統消防安全設備,3240,8055 ,8055 ,7500,2020/03/06,尚有名額, ,建國,, ,進修學分,0,1
不動產估價師學分班-土地利用【週末單修】,3240,8055 ,8055 ,7500,2020/03/07,尚有名額, ,建國,方定安, ,進修學分,0,1
不動產估價師學分班-不動產投資【週末單修】,3240,8055 ,8055 ,7500,2020/03/07,尚有名額, ,建國,徐國城, ,進修學分,0,1
冷凍空調技師學分班－冷凍空調自動控制,2160,5370 ,5370 ,5000,2020/04/07,尚有名額, ,建國,江沅晉, ,進修學分,0,1
冷凍空調技師學分班－流體力學,3240,8055 ,8055 ,7500,2020/04/08,尚有名額, ,建國,張鴻明, ,進修學分,0,1
消防設備人員學分班－熱力學,3240,8055 ,8055 ,7500,2020/04/09,尚有名額, ,建國,江沅晉　老師, ,進修學分,0,1
冷凍空調技師學分班－熱力學,3240,8055 ,8055 ,7500,2020/04/09,尚有名額, ,建國,江沅晉, ,進修學分,0,1
結構工程技師學分班－基礎設計,3240,8055 ,8055 ,7500,2020/04/13,尚有名額, ,建國,, ,進修學分,0,1
結構工程技師學分班－結構動力學,3240,8055 ,8055 ,7500,2020/04/15,尚有名額, ,建國,, ,進修學分,0,1
結構工程技師學分班－結構矩陣分析,2160,5370 ,5370 ,5000,2020/04/16,尚有名額, ,建國,, ,進修學分,0,1
環境工程技師學分班,3240,8055 ,8055 ,8055,2019/09/21,尚有名額, ,忠孝,中國文化大學之專（兼）任教師, ,進修學分,0,1
環境工程技師學分班,3240,8055 ,8055 ,8055,2019/09/22,尚有名額, ,忠孝,中國文化大學之專（兼）任教師, ,進修學分,0,1
環境工程技師學分班,2160,5370 ,5370 ,5000,2020/02/22,尚有名額, ,忠孝,中國文化大學之專（兼）任教師, ,進修學分,0,1
心理輔導學系碩士學分班,6480,25000 ,25000 ,25000,2019/09/16,尚有名額, ,延平,張本聖、陳祥美, ,進修學分,0,1
進修學士學分班 ,9720,24665 ,24665 ,24665,2019/09/16,尚有名額, ,延平,中國文化大學專（兼）任教師, ,進修學分,0,1
二年制國際企業管理學系學分班 ,9720,24665 ,24665 ,24665,2019/09/16,尚有名額, ,延平,中國文化大學之專(兼)任教師, ,進修學分,0,1
社會企業管理碩士在職學位學程碩士學分班,6480,25000 ,25000 ,25000,2019/09/21,尚有名額, ,延平,王振軒/方元沂、田寒光, ,進修學分,0,1
國際企業管理學系碩士學分班,6480,25000 ,25000 ,25000,2019/09/21,尚有名額, ,延平,楊台寧/陳智明、楊濱燦, ,進修學分,0,1
青少年兒童福利碩士學位學程碩士學分班,6480,25000 ,25000 ,25000,2019/09/21,尚有名額, ,延平,黃志成、郭靜晃, ,進修學分,0,1
國際企業管理學系碩士學分班,6480,25000 ,25000 ,25000,2019/09/21,尚有名額, ,延平,楊台寧/陳智明、顏敏仁, ,進修學分,0,1
國際企業管理學系碩士學分班,6480,25000 ,25000 ,25000,2019/09/21,尚有名額, ,延平,楊台寧/陳智明、顏敏仁, ,進修學分,0,1
法律學系碩士學分班,6480,25000 ,25000 ,25000,2019/09/21,尚有名額, ,延平,王萱琳、林麗真, ,進修學分,0,1
生活應用科學系碩士學分班,6480,25000 ,25000 ,25000,2019/09/21,尚有名額, ,延平,姚郁珊、陳彥呈, ,進修學分,0,1
全球品牌與行銷碩士在職學位學程碩士學分班,6480,25000 ,25000 ,25000,2019/09/21,尚有名額, ,延平,陳彥君、楊達凱, ,進修學分,0,1
華語文教學碩士學位學程碩士學分班,6480,25000 ,25000 ,23000,2019/10/26,尚有名額, ,延平,徐紀芳、林文慶, ,進修學分,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/08/31,課程停招各分館地圖資訊, ,台中,本部會計師學分班專業師資, ,進修學分,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/09/01,課程停招各分館地圖資訊, ,台中,本部會計師學分班專業師資, ,進修學分,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/09/02,課程停招各分館地圖資訊, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
消防設備人員學分班,22680,52500 ,52500 ,42000,2019/09/07,尚有名額, ,台中,詹鈞皓教師等, ,進修學分,0,1
社會工作師學分班 ,12960,30000 ,30000 ,24000,2019/09/09,已額滿，停止招生各分館地圖資訊, ,台中,本部專業師資群, ,進修學分,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/09/09,上課中，已停止招生各分館地圖資訊, ,台中,陳老師, ,進修學分,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/09/11,上課中，已停止招生各分館地圖資訊, ,台中,林老師, ,進修學分,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/09/12,尚有名額, ,台中,呂老師, ,進修學分,0,1
社會工作師學分班 ,3240,7500 ,7500 ,7125,2019/09/17,已額滿，停止招生各分館地圖資訊, ,台中,林老師, ,進修學分,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/09/21,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
地籍測量專業資格學分班,2160,5000 ,5000 ,4750,2019/09/21,課程停招各分館地圖資訊, ,台中,, ,進修學分,0,1
法律學分班,12960,30000 ,30000 ,27000,2019/09/21,尚有名額, ,台中,本部深具教學經驗之師資, ,進修學分,0,1
一般行政職系學分班,22680,52500 ,52500 ,36750,2019/09/21,尚有名額, ,台中,本校一般行政學分班專業師資群, ,進修學分,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/09/22,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
地籍測量專業資格學分班,2160,5000 ,5000 ,4750,2019/09/22,課程停招各分館地圖資訊, ,台中,, ,進修學分,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/09/22,課程停招各分館地圖資訊, ,台中,本部會計師學分班專業師資, ,進修學分,0,1
不動產估價師學分班,3240,7500 ,7500 ,7125,2019/09/29,尚有名額, ,台中,何彥陞老師, ,進修學分,0,1
消防設備人員學分班 ,3240,7500 ,7500 ,7125,2019/09/29,尚有名額, ,台中,江金龍老師, ,進修學分,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/10/15,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/10/17,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
消防設備人員學分班 ,3240,7500 ,7500 ,7125,2019/10/19,尚有名額, ,台中,江金龍老師, ,進修學分,0,1
一般民政職系學分班,3240,7500 ,7500 ,7125,2019/10/19,尚有名額, ,台中,本校一般民政學分班專業師資群, ,進修學分,0,1
社會工作師學分班,12960,30000 ,30000 ,24000,2019/10/19,尚有名額, ,台中,本部社工師學分班專業講師群, ,進修學分,0,1
不動產估價師學分班,3240,7500 ,7500 ,7125,2019/10/19,尚有名額, ,台中,胡老師, ,進修學分,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/10/19,尚有名額, ,台中,本部會計師學分班專業師資, ,進修學分,0,1
社會工作師學分班,9720,22500 ,22500 ,18000,2019/10/20,尚有名額, ,台中,本部社工師學分班專業講師群, ,進修學分,0,1
社會工作師學分班,3240,7500 ,7500 ,7125,2019/10/20,尚有名額, ,台中,深具實務經驗之講師級以上師資, ,進修學分,0,1
會計師資格先修學分班,3240,7500 ,7500 ,7125,2019/11/03,尚有名額, ,台中,本部會計師學分班專業師資, ,進修學分,0,1
法律學分班 ,3240,7500 ,7500 ,7125,2019/11/04,尚有名額, ,台中,校本部與中部地區助理教授級以上師資, ,進修學分,0,1
